"Year","Offence_Type","Gender_Accused","Relationship_Type","Total_Offences","Cleared_Offences","Clearance_Rate"
"2018","Total domestic violence","female","former partnership","18522","587","0.031692"
"2018","Total domestic violence","female","other family relationship","18522","287","0.015495"
"2018","Total domestic violence","female","parent-child relationship","18522","435","0.023486"
"2018","Total domestic violence","female","partnership","18522","1208","0.06522"
"2018","Total domestic violence","female","Total","18522","2416","0.130439"
"2018","Total domestic violence","male","former partnership","18522","2232","0.120505"
"2018","Total domestic violence","male","other family relationship","18522","776","0.041896"
"2018","Total domestic violence","male","parent-child relationship","18522","1206","0.065112"
"2018","Total domestic violence","male","partnership","18522","4071","0.219793"
"2018","Total domestic violence","male","Total","18522","7649","0.412968"
"2018","Willful defamation (art. 174)","female","former partnership","247","59","0.238866"
"2018","Willful defamation (art. 174)","female","other family relationship","247","30","0.121457"
"2018","Willful defamation (art. 174)","female","parent-child relationship","247","7","0.02834"
"2018","Willful defamation (art. 174)","female","partnership","247","18","0.072874"
"2018","Willful defamation (art. 174)","female","Total","247","112","0.453441"
"2018","Willful defamation (art. 174)","male","former partnership","247","95","0.384615"
"2018","Willful defamation (art. 174)","male","other family relationship","247","26","0.105263"
"2018","Willful defamation (art. 174)","male","parent-child relationship","247","7","0.02834"
"2018","Willful defamation (art. 174)","male","partnership","247","17","0.068826"
"2018","Willful defamation (art. 174)","male","Total","247","143","0.578947"
"2019","Abandonment (art. 127)","female","former partnership","5","0","0"
"2019","Abandonment (art. 127)","female","other family relationship","5","1","0.2"
"2019","Abandonment (art. 127)","female","parent-child relationship","5","2","0.4"
"2019","Abandonment (art. 127)","female","partnership","5","0","0"
"2019","Abandonment (art. 127)","female","Total","5","3","0.6"
"2019","Abandonment (art. 127)","male","former partnership","5","0","0"
"2019","Abandonment (art. 127)","male","other family relationship","5","0","0"
"2019","Abandonment (art. 127)","male","parent-child relationship","5","1","0.2"
"2019","Abandonment (art. 127)","male","partnership","5","1","0.2"
"2019","Abandonment (art. 127)","male","Total","5","2","0.4"
"2019","Acts of aggression (art. 126)","female","former partnership","6379","240","0.037623"
"2019","Acts of aggression (art. 126)","female","other family relationship","6379","121","0.018968"
"2019","Acts of aggression (art. 126)","female","parent-child relationship","6379","295","0.046245"
"2019","Acts of aggression (art. 126)","female","partnership","6379","907","0.142185"
"2019","Acts of aggression (art. 126)","female","Total","6379","1522","0.238595"
"2019","Acts of aggression (art. 126)","male","former partnership","6379","832","0.130428"
"2019","Acts of aggression (art. 126)","male","other family relationship","6379","238","0.03731"
"2019","Acts of aggression (art. 126)","male","parent-child relationship","6379","664","0.104092"
"2019","Acts of aggression (art. 126)","male","partnership","6379","2641","0.414015"
"2019","Acts of aggression (art. 126)","male","Total","6379","4118","0.645556"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","female","former partnership","8","1","0.125"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","female","other family relationship","8","1","0.125"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","female","parent-child relationship","8","1","0.125"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","female","partnership","8","0","0"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","female","Total","8","2","0.25"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","male","former partnership","8","2","0.25"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","male","other family relationship","8","1","0.125"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","male","parent-child relationship","8","2","0.25"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","male","partnership","8","0","0"
"2019","Acts preparatory to the commission of an offence (art. 260bis)","male","Total","8","4","0.5"
"2019","Administering substances capable of causing injury to children (art. 136)","female","former partnership","18","0","0"
"2019","Administering substances capable of causing injury to children (art. 136)","female","other family relationship","18","0","0"
"2019","Administering substances capable of causing injury to children (art. 136)","female","parent-child relationship","18","8","0.444444"
"2019","Administering substances capable of causing injury to children (art. 136)","female","partnership","18","0","0"
"2019","Administering substances capable of causing injury to children (art. 136)","female","Total","18","8","0.444444"
"2019","Administering substances capable of causing injury to children (art. 136)","male","former partnership","18","0","0"
"2019","Administering substances capable of causing injury to children (art. 136)","male","other family relationship","18","1","0.055556"
"2019","Administering substances capable of causing injury to children (art. 136)","male","parent-child relationship","18","10","0.555556"
"2019","Administering substances capable of causing injury to children (art. 136)","male","partnership","18","1","0.055556"
"2019","Administering substances capable of causing injury to children (art. 136)","male","Total","18","11","0.611111"
"2019","Coercion (art. 181)","female","former partnership","732","38","0.051913"
"2019","Coercion (art. 181)","female","other family relationship","732","12","0.016393"
"2019","Coercion (art. 181)","female","parent-child relationship","732","13","0.01776"
"2019","Coercion (art. 181)","female","partnership","732","29","0.039617"
"2019","Coercion (art. 181)","female","Total","732","90","0.122951"
"2019","Coercion (art. 181)","male","former partnership","732","308","0.420765"
"2019","Coercion (art. 181)","male","other family relationship","732","29","0.039617"
"2019","Coercion (art. 181)","male","parent-child relationship","732","44","0.060109"
"2019","Coercion (art. 181)","male","partnership","732","233","0.318306"
"2019","Coercion (art. 181)","male","Total","732","589","0.804645"
"2019","Common assault (art. 123)","female","former partnership","2035","73","0.035872"
"2019","Common assault (art. 123)","female","other family relationship","2035","44","0.021622"
"2019","Common assault (art. 123)","female","parent-child relationship","2035","118","0.057985"
"2019","Common assault (art. 123)","female","partnership","2035","220","0.108108"
"2019","Common assault (art. 123)","female","Total","2035","447","0.219656"
"2019","Common assault (art. 123)","male","former partnership","2035","311","0.152826"
"2019","Common assault (art. 123)","male","other family relationship","2035","95","0.046683"
"2019","Common assault (art. 123)","male","parent-child relationship","2035","213","0.104668"
"2019","Common assault (art. 123)","male","partnership","2035","895","0.439803"
"2019","Common assault (art. 123)","male","Total","2035","1442","0.7086"
"2019","Defamation (art. 173)","female","former partnership","264","77","0.291667"
"2019","Defamation (art. 173)","female","other family relationship","264","31","0.117424"
"2019","Defamation (art. 173)","female","parent-child relationship","264","8","0.030303"
"2019","Defamation (art. 173)","female","partnership","264","13","0.049242"
"2019","Defamation (art. 173)","female","Total","264","128","0.484848"
"2019","Defamation (art. 173)","male","former partnership","264","80","0.30303"
"2019","Defamation (art. 173)","male","other family relationship","264","29","0.109848"
"2019","Defamation (art. 173)","male","parent-child relationship","264","6","0.022727"
"2019","Defamation (art. 173)","male","partnership","264","20","0.075758"
"2019","Defamation (art. 173)","male","Total","264","134","0.507576"
"2019","Endangering life (art. 129)","female","former partnership","126","4","0.031746"
